dt,client_id,country,orders,value
2025-10-31,226,UK,4,1389.66
2025-10-26,777,Brazil,5,1335.67
2025-11-16,319,Canada,2,386.72
2025-08-06,429,Japan,4,1370.67
2025-09-22,227,France,1,481.07
2025-11-03,281,France,4,1768.75
2025-08-12,846,Mexico,4,864.1
2025-11-23,989,Mexico,2,745.72
2025-09-03,781,Canada,2,564.4
2025-06-26,705,Mexico,4,1599.97
2025-09-28,475,Canada,2,781.76
2025-06-25,747,Canada,3,1036.46
2025-11-28,341,Australia,5,302.81
2025-07-21,785,Brazil,4,738.68
2025-09-21,910,Germany,3,260.44
2025-10-26,837,France,1,345.31
2025-09-12,550,Germany,4,440.9
2025-11-03,475,Canada,2,698.05
2025-09-26,288,UK,1,441.15
2025-10-28,899,Brazil,3,613.52
2025-08-31,6,Mexico,3,989.75
2025-06-04,285,UK,3,364.51
2025-10-29,20,Mexico,5,591.8
2025-09-01,417,UK,4,387.93
2025-08-15,260,USA,3,709.0
2025-07-17,41,Canada,4,174.87
2025-06-24,90,USA,2,488.64
2025-08-27,244,Germany,4,739.13
2025-09-26,932,Canada,2,565.35
2025-11-02,736,USA,3,1190.39
2025-11-28,401,UK,5,88.48
2025-06-23,474,Canada,1,261.25
2025-07-04,800,Brazil,3,1198.45
2025-08-12,348,Germany,2,423.36
2025-06-06,863,Brazil,2,588.25
2025-09-02,356,UK,1,170.75
2025-09-14,259,Canada,4,979.42
2025-06-19,767,India,5,365.38
2025-11-16,696,Australia,1,311.42
2025-07-02,837,France,5,1825.95
2025-09-17,582,Mexico,1,234.53
2025-07-30,276,France,5,1013.69
2025-09-22,725,Canada,2,639.19
2025-11-12,382,Brazil,2,292.51
2025-06-06,376,Japan,3,943.01
2025-06-04,523,Japan,4,1996.92
2025-07-19,320,USA,1,297.45
2025-07-19,121,Australia,1,312.27
2025-07-19,915,Mexico,2,443.14
2025-06-30,558,Japan,5,658.36
2025-09-25,30,India,2,867.84
2025-10-21,297,France,1,451.13
2025-10-06,141,Japan,5,1394.55
2025-08-13,728,Canada,5,506.08
2025-10-01,585,Australia,2,595.28
2025-10-19,649,France,3,756.26
2025-06-12,642,Canada,4,1228.49
2025-06-21,27,Australia,4,1029.32
2025-06-06,663,Japan,5,231.24
2025-08-21,141,Japan,5,1186.24
2025-09-08,90,USA,2,960.48
2025-10-21,824,India,4,483.47
2025-07-29,840,Mexico,1,301.54
2025-08-25,650,Australia,1,25.06
2025-11-21,212,Brazil,3,1140.52
2025-07-24,912,Brazil,4,899.96
2025-07-21,234,Japan,3,33.26
2025-11-02,188,Mexico,4,1086.64
2025-08-23,84,Japan,4,1944.22
2025-11-16,788,UK,1,147.24
2025-08-31,369,Japan,3,1356.26
2025-09-15,993,France,4,962.22
2025-10-24,492,USA,4,617.32
2025-06-19,91,UK,1,360.85
2025-10-12,820,India,4,129.04
2025-07-29,1,Japan,4,522.86
2025-06-01,93,Brazil,5,537.66
2025-11-16,195,Brazil,3,566.28
2025-10-26,92,Mexico,4,1385.38
2025-10-15,862,France,5,1780.6
2025-08-02,329,India,4,227.1
2025-10-29,998,USA,3,1364.81
2025-08-23,900,Brazil,3,1405.78
2025-07-20,395,Germany,5,318.57
2025-08-18,210,India,3,639.88
2025-08-26,25,Canada,2,650.4
2025-07-12,612,India,2,247.62
2025-08-21,326,USA,4,1500.6
2025-11-26,150,India,1,376.96
2025-06-12,928,Japan,1,329.96
2025-06-10,488,UK,2,976.72
2025-06-17,657,Brazil,3,74.65
2025-08-09,569,USA,1,104.17
2025-07-07,856,Japan,5,1060.57
2025-07-01,787,USA,1,288.48
2025-07-03,433,Australia,2,364.29
2025-07-04,807,UK,2,926.04
2025-07-30,216,Japan,2,802.06
2025-11-08,257,Germany,3,203.45
2025-10-05,942,Japan,1,340.86
2025-08-05,305,USA,4,814.22
2025-07-25,147,Mexico,1,365.62
2025-09-20,608,Japan,2,324.55
2025-08-17,663,Japan,4,441.84
2025-07-05,89,USA,2,431.57
2025-06-24,155,France,4,321.19
2025-07-27,881,Japan,4,1176.51
2025-11-13,936,UK,1,313.19
2025-08-21,438,Mexico,4,1689.88
2025-07-10,1000,India,2,727.14
2025-10-06,922,Brazil,3,722.98
2025-10-23,265,USA,1,253.92
2025-11-08,728,Canada,1,261.36
2025-08-26,542,France,1,191.12
2025-06-04,231,UK,4,453.58
2025-11-10,247,Mexico,2,388.28
2025-08-10,863,Brazil,2,388.59
2025-06-16,885,Japan,3,827.76
2025-10-11,301,Mexico,2,872.52
2025-10-17,598,Canada,3,1484.74
2025-08-13,815,Germany,2,595.74
2025-09-20,217,Germany,5,1649.93
2025-08-06,550,Germany,4,1003.84
2025-06-23,299,France,2,519.5
2025-07-12,427,Brazil,2,580.94
2025-06-21,784,UK,1,489.09
2025-07-24,263,France,1,107.53
2025-07-05,39,USA,2,489.26
2025-11-01,548,USA,1,138.51
2025-11-24,443,Japan,1,185.92
2025-07-20,508,Germany,1,495.43
2025-11-16,351,UK,2,657.86
2025-06-17,366,France,4,970.81
2025-06-16,882,Japan,4,196.08
2025-11-03,198,Japan,4,1574.29
2025-09-06,83,Germany,2,37.57
2025-11-06,555,Canada,4,1890.47
2025-10-21,940,Canada,2,486.0
2025-06-03,200,Mexico,5,1617.21
2025-07-31,498,Germany,5,1937.53
2025-10-25,729,France,2,522.44
2025-06-21,183,France,3,1228.0
2025-11-01,441,Brazil,3,1054.88
2025-06-28,502,Germany,3,175.52
2025-10-13,996,Japan,2,170.27
2025-06-29,369,Japan,5,963.04
2025-11-03,714,France,3,350.57
2025-10-18,886,Canada,5,1982.73
2025-08-22,113,Brazil,4,583.94
2025-10-09,791,Germany,5,661.0
2025-08-23,951,Australia,4,1901.02
2025-11-02,438,Mexico,1,265.88
2025-11-05,642,Canada,1,429.18
2025-09-13,5,France,1,155.94
2025-07-25,683,Japan,2,352.55
2025-11-20,703,India,4,1385.3
2025-11-03,516,Brazil,3,1248.42
2025-10-01,99,Australia,4,1304.06
2025-10-18,482,France,1,159.74
2025-11-07,754,Australia,3,1091.71
2025-10-27,920,India,2,98.93
2025-08-29,561,Australia,5,1341.14
2025-07-22,418,Germany,5,1103.29
2025-07-20,809,Germany,3,491.82
2025-06-14,502,Germany,4,604.79
2025-06-07,423,France,4,1131.89
2025-10-31,258,France,5,2278.53
2025-08-27,330,Canada,3,374.89
2025-07-21,593,Mexico,5,2118.82
2025-09-17,467,Canada,1,280.46
2025-11-12,593,Mexico,5,1486.07
2025-10-01,506,Germany,1,190.21
2025-07-07,896,Brazil,2,794.5
2025-07-29,88,Canada,1,331.61
2025-06-16,330,Canada,3,770.33
2025-07-09,98,Mexico,2,361.57
2025-09-21,310,Germany,5,267.41
2025-09-18,165,India,3,309.03
2025-10-26,565,Brazil,4,200.07
2025-09-12,332,Japan,4,442.94
2025-08-19,708,India,4,1260.45
2025-07-23,123,Australia,3,1441.79
2025-07-27,328,Mexico,4,178.48
2025-10-03,239,Brazil,4,837.01
2025-09-18,61,USA,2,522.99
2025-07-30,358,Japan,5,1904.45
2025-08-01,675,Canada,5,826.27
2025-07-01,457,Japan,1,138.75
2025-09-05,794,Mexico,1,375.41
2025-08-23,530,USA,2,266.55
2025-07-06,696,Australia,4,290.28
2025-06-02,365,Japan,3,1472.46
2025-11-26,879,Australia,5,286.94
2025-09-09,281,France,1,148.92
2025-07-12,44,Japan,4,771.04
2025-10-13,424,Japan,3,242.25
2025-11-28,322,Japan,2,766.52
2025-07-06,245,Brazil,4,365.21
2025-09-29,411,UK,4,503.77
2025-07-06,16,Australia,1,102.39
2025-06-14,237,Australia,5,1875.77
2025-09-25,268,Japan,4,1005.06
2025-09-14,444,Australia,4,716.58
2025-09-20,818,Mexico,4,256.55
2025-09-22,640,Mexico,1,445.28
2025-06-06,996,Japan,2,116.27
2025-09-07,719,Mexico,2,785.74
2025-08-24,877,India,3,366.32
2025-07-02,77,Australia,3,564.69
2025-09-12,924,Germany,5,935.33
2025-06-08,480,Mexico,5,1800.54
2025-10-05,96,India,5,2458.41
2025-10-26,989,Mexico,3,1471.94
2025-09-10,158,Germany,4,1092.1
2025-07-29,770,Mexico,4,358.99
2025-07-22,702,Mexico,1,329.57
2025-06-29,415,France,2,336.63
2025-09-20,264,Australia,3,374.25
2025-11-11,807,UK,1,22.89
2025-08-18,667,India,4,1588.73
2025-06-03,765,UK,3,568.77
2025-08-29,405,USA,1,471.71
2025-08-09,113,Brazil,5,531.6
2025-09-10,179,Canada,3,1383.04
2025-11-02,85,India,3,182.69
2025-11-21,550,Germany,2,148.1
2025-10-05,371,Germany,3,569.92
2025-09-04,485,USA,1,214.81
2025-06-05,243,India,3,1323.23
2025-11-05,457,Japan,4,887.72
2025-07-21,567,Canada,1,371.7
2025-07-29,398,Australia,5,1825.71
2025-08-14,376,Japan,1,470.38
2025-06-17,425,Canada,3,1145.74
2025-06-30,552,Germany,2,94.6
2025-09-03,911,Germany,2,691.23
2025-09-17,84,Japan,5,2353.25
2025-10-29,477,Germany,2,311.56
2025-08-20,337,UK,5,96.61
2025-08-11,518,Canada,1,319.61
2025-09-14,792,France,4,515.21
2025-07-14,555,Canada,1,493.65
2025-08-19,532,Mexico,1,384.66
2025-07-03,556,India,3,1430.76
2025-11-08,101,Canada,2,302.35
2025-09-06,210,India,2,671.82
2025-06-09,900,Brazil,4,1925.21
2025-11-04,371,Germany,3,606.67
2025-07-21,529,Japan,5,669.17
2025-11-16,820,India,4,1225.69
2025-08-11,377,USA,5,1167.22
2025-10-04,953,Australia,2,526.7
2025-06-21,340,Canada,2,500.21
2025-09-22,808,India,4,1330.1
2025-11-14,435,France,1,177.52
2025-09-04,338,Japan,3,583.51
2025-10-12,947,Australia,1,296.34
2025-07-20,457,Japan,5,2485.13
2025-10-12,780,Canada,4,1417.76
2025-10-03,389,USA,3,1482.88
2025-09-09,711,Mexico,4,945.65
2025-09-08,638,Australia,4,1207.09
2025-07-25,88,Canada,3,1082.2
2025-06-05,46,Canada,3,93.92
2025-08-07,676,France,2,908.05
2025-07-12,567,Canada,3,495.29
2025-09-04,237,Australia,2,621.07
2025-08-31,348,Germany,4,443.9
2025-07-10,55,Mexico,5,90.08
2025-08-18,518,Canada,3,247.94
2025-09-18,779,UK,1,473.58
2025-06-22,481,France,4,1440.92
2025-08-25,611,Mexico,5,609.6
2025-11-08,963,Mexico,5,2408.15
2025-10-30,179,Canada,4,1358.98
2025-10-24,722,UK,3,132.28
2025-11-22,864,Brazil,4,1785.69
2025-06-16,505,Canada,3,1306.72
2025-08-12,562,UK,1,49.39
2025-11-19,671,India,5,425.27
2025-07-19,838,Canada,4,1252.47
2025-06-06,997,France,3,803.06
2025-09-10,654,India,4,227.79
2025-09-05,254,Mexico,5,1258.82
2025-07-21,389,USA,3,367.9
2025-10-31,774,USA,3,548.28
2025-06-21,42,India,3,260.88
2025-11-12,217,Germany,4,1749.55
2025-06-23,306,USA,3,727.62
2025-10-18,45,UK,1,31.98
2025-07-11,519,Germany,4,1114.31
2025-08-14,905,Germany,2,363.6
2025-07-13,695,Mexico,2,886.33
2025-07-29,312,Germany,5,2091.08
2025-08-06,765,UK,2,758.02
2025-06-18,792,France,3,1231.46
2025-10-20,44,Japan,4,1813.58
2025-07-30,725,Canada,5,1116.11
2025-09-03,577,UK,4,1221.26
2025-06-20,639,UK,4,1940.1
2025-11-05,733,France,3,1045.57
2025-10-01,849,UK,1,350.46
2025-09-14,21,Mexico,1,187.11
2025-06-15,347,France,3,111.57
2025-10-28,142,Canada,1,233.18
2025-06-23,157,Canada,5,364.72
2025-07-04,119,Australia,3,209.33
2025-08-03,616,UK,3,608.85
2025-08-24,369,Japan,5,1317.44
2025-09-09,100,Brazil,3,585.38
2025-06-29,1,Japan,3,264.54
2025-07-07,274,Mexico,1,451.36
2025-11-13,451,Germany,3,915.54
2025-07-19,381,France,2,425.47
2025-11-02,839,Canada,2,488.09
2025-10-20,592,India,5,1583.65
2025-11-26,113,Brazil,1,327.4
2025-10-25,482,France,4,740.39
2025-08-10,55,Mexico,2,799.94
2025-11-09,629,India,4,182.85
2025-07-02,496,Japan,3,1019.03
2025-11-19,711,Mexico,4,388.35
2025-08-11,434,UK,5,1399.83
2025-07-15,833,Australia,5,1308.18
2025-10-14,910,Germany,5,929.58
2025-08-28,471,Canada,1,329.08
2025-07-08,20,Mexico,2,293.46
2025-06-22,155,France,4,1597.79
2025-08-10,953,Australia,5,230.41
2025-11-14,697,Japan,2,722.22
2025-07-07,410,Germany,3,876.79
2025-09-19,727,Australia,3,433.5
2025-11-17,971,Germany,2,371.83
2025-08-18,420,India,2,30.86
2025-08-18,904,USA,3,956.34
2025-11-11,175,Mexico,1,16.42
2025-07-25,807,UK,4,1885.6
2025-07-11,804,Australia,3,821.72
2025-06-28,371,Germany,5,1093.22
2025-07-01,290,India,3,77.81
2025-06-27,228,Japan,5,410.14
2025-07-19,881,Japan,2,639.33
2025-06-16,808,India,3,929.37
2025-10-08,39,USA,2,772.25
2025-09-12,164,Germany,4,897.6
2025-06-14,36,Japan,4,1074.14
2025-09-19,939,Japan,2,907.56
2025-07-25,712,France,4,1294.45
2025-06-14,193,France,2,644.02
2025-06-07,943,India,2,45.2
2025-07-23,446,Mexico,2,881.31
2025-07-24,721,India,3,239.61
2025-08-16,600,Brazil,4,933.85
2025-06-14,252,Germany,5,753.3
2025-06-15,34,France,5,1077.9
2025-06-23,659,Australia,5,224.47
2025-10-04,142,Canada,3,1027.11
2025-07-31,28,Brazil,1,254.54
2025-06-27,913,Canada,2,800.38
2025-08-01,911,Germany,1,444.38
2025-10-29,43,Canada,5,924.49
2025-11-03,743,India,4,711.14
2025-10-05,839,Canada,5,1326.44
2025-07-23,567,Canada,1,206.16
2025-08-20,865,Mexico,5,758.99
2025-07-10,640,Mexico,4,204.72
2025-11-26,87,Mexico,2,278.83
2025-09-27,778,UK,3,1199.98
2025-10-05,623,Japan,5,96.94
2025-10-12,520,Mexico,1,304.19
2025-08-19,521,Brazil,1,22.58
2025-07-09,404,Mexico,3,329.25
2025-08-04,543,France,2,421.92
2025-07-16,699,France,4,1811.72
2025-11-16,841,Germany,3,553.52
2025-07-10,14,Germany,5,1413.88
2025-10-26,251,USA,5,2412.22
2025-06-12,141,Japan,1,236.13
2025-11-25,397,UK,4,482.58
2025-11-13,398,Australia,1,176.0
2025-06-05,262,Germany,4,1869.9
2025-06-14,850,India,2,876.52
2025-09-26,637,Canada,4,908.95
2025-06-29,658,USA,5,1749.76
2025-06-14,111,UK,3,534.42
2025-11-03,311,India,4,1621.39
2025-09-23,193,France,4,758.56
2025-07-21,170,Japan,1,11.42
2025-09-18,703,India,4,1416.9
2025-08-15,752,USA,4,340.3
2025-07-17,173,Japan,2,434.54
2025-07-20,204,France,4,1221.18
2025-07-18,504,Mexico,1,46.34
2025-08-30,452,Canada,5,552.19
2025-07-09,498,Germany,4,581.58
2025-08-21,237,Australia,5,1131.82
2025-09-12,860,Germany,4,66.42
2025-10-06,686,Germany,5,1151.48
2025-06-08,303,India,2,281.01
2025-06-11,832,Mexico,2,417.21
2025-09-18,121,Australia,1,329.31
2025-06-27,945,Australia,1,348.47
2025-09-23,828,Canada,4,143.19
2025-10-27,955,UK,3,727.95
2025-06-05,842,India,4,1463.75
2025-10-12,250,Germany,5,2388.11
2025-11-09,341,Australia,1,378.48
2025-06-30,818,Mexico,2,48.83
2025-09-17,976,Canada,5,1332.01
2025-09-15,819,Japan,5,634.11
2025-07-04,31,France,2,691.95
2025-09-02,560,Brazil,2,537.65
2025-07-10,906,Japan,1,499.72
2025-07-04,218,Germany,5,349.26
2025-11-17,234,Japan,1,220.7
2025-11-22,187,Australia,1,485.1
2025-06-13,658,USA,1,111.79
2025-07-11,824,India,5,2467.93
2025-09-28,372,Germany,5,1304.34
2025-07-31,57,Australia,3,572.06
2025-10-12,213,Australia,3,442.51
2025-10-27,815,Germany,2,990.48
2025-10-08,936,UK,2,818.53
2025-10-03,797,Australia,1,175.01
2025-11-24,17,France,1,467.84
2025-09-25,148,Mexico,5,2209.91
2025-08-02,254,Mexico,1,191.92
2025-07-15,232,Germany,5,1557.7
2025-08-11,920,India,5,86.53
2025-09-01,592,India,3,110.81
2025-11-04,953,Australia,4,517.24
2025-09-14,459,UK,5,1167.87
2025-10-19,11,USA,2,487.3
2025-06-10,950,Australia,2,283.23
2025-11-04,51,Mexico,1,293.4
2025-10-08,413,Brazil,4,1473.38
2025-09-08,40,USA,5,1854.75
2025-11-06,151,USA,5,863.53
2025-10-28,238,Germany,1,174.5
2025-08-24,342,Germany,4,1759.18
2025-08-04,141,Japan,4,1863.66
2025-08-02,509,UK,4,1031.9
2025-08-25,657,Brazil,3,46.71
2025-06-25,989,Mexico,3,410.84
2025-06-09,29,UK,2,256.85
2025-08-02,729,France,5,2116.98
2025-08-23,497,Brazil,1,361.45
2025-09-13,929,Japan,2,752.52
2025-10-05,999,USA,4,1974.5
2025-06-02,175,Mexico,5,2373.57
2025-07-10,185,Brazil,2,728.72
2025-08-08,909,Germany,3,834.44
2025-06-16,3,France,2,649.53
2025-06-27,340,Canada,5,1095.86
2025-10-15,915,Mexico,5,700.21
2025-10-23,208,Brazil,2,345.49
2025-10-21,780,Canada,1,81.43
2025-08-22,496,Japan,3,1263.09
2025-08-25,981,Brazil,5,378.15
2025-07-08,50,Mexico,3,965.67
2025-07-07,555,Canada,3,856.53
2025-07-10,214,Canada,4,1109.51
2025-07-13,294,India,1,57.25
2025-08-27,159,Brazil,4,1821.0
2025-08-07,434,UK,5,2108.96
2025-06-21,80,Brazil,3,137.0
2025-10-28,984,Germany,2,356.83
2025-11-14,982,France,5,1906.92
2025-09-22,288,UK,3,99.71
2025-08-09,369,Japan,3,560.04
2025-07-06,768,Mexico,5,2047.44
2025-08-01,807,UK,3,370.45
2025-10-16,833,Australia,5,438.71
2025-06-11,773,Canada,4,1268.34
2025-08-04,225,France,1,480.35
2025-08-12,582,Mexico,3,44.44
2025-09-28,898,Australia,1,455.27
2025-08-23,747,Canada,1,118.26
2025-11-21,507,UK,2,997.62
2025-11-15,102,India,2,964.87
2025-10-26,461,Brazil,1,252.13
2025-07-02,784,UK,5,1428.35
2025-09-25,960,Brazil,5,543.84
2025-11-13,165,India,2,503.34
2025-07-09,430,USA,1,331.62
2025-07-07,858,India,1,121.63
2025-10-05,480,Mexico,3,1216.72
2025-07-02,543,France,5,1066.31
2025-07-24,856,Japan,3,827.13
2025-08-12,954,Japan,1,338.06
2025-06-08,509,UK,4,253.55
2025-07-23,122,France,2,321.56
2025-08-07,137,Australia,4,1405.93
2025-11-11,835,Mexico,1,133.71
2025-08-29,956,Australia,1,47.85
2025-06-14,835,Mexico,2,915.12
2025-08-23,402,Australia,3,416.31
2025-11-14,468,India,1,394.63
2025-10-14,557,Japan,4,819.97
2025-06-16,723,Germany,5,1519.67
2025-08-13,502,Germany,3,378.39
2025-07-29,5,France,4,1430.27
2025-07-04,245,Brazil,1,225.74
2025-08-02,968,France,2,681.99
2025-06-27,243,India,5,1494.72
2025-06-15,856,Japan,1,439.38
2025-10-20,978,UK,4,678.55
2025-11-15,76,Brazil,3,1037.11
2025-11-10,443,Japan,5,760.01
2025-09-05,953,Australia,4,1711.4
2025-07-01,461,Brazil,3,1412.11
2025-06-23,514,UK,1,96.52
2025-10-25,964,Brazil,4,569.42
2025-06-01,69,India,4,1697.55
2025-11-15,740,USA,4,1340.0
2025-07-27,48,Canada,3,548.45
2025-09-06,961,India,1,174.09
2025-11-26,356,UK,5,810.04
2025-09-18,233,Germany,4,1126.58
2025-09-16,958,France,3,1464.4
2025-07-13,231,UK,1,60.76
2025-10-30,829,UK,2,431.79
2025-06-16,683,Japan,3,1432.72
2025-08-16,310,Germany,4,1948.27
2025-09-15,649,France,1,277.5
2025-08-10,444,Australia,1,216.28
2025-06-30,889,Australia,1,265.27
2025-06-03,946,Japan,5,2385.58
2025-11-19,440,Canada,2,535.34
2025-10-09,150,India,4,1090.63
2025-10-04,917,Canada,1,336.2
2025-08-19,67,Canada,2,434.14
2025-06-08,27,Australia,2,188.15
2025-09-08,604,UK,4,104.12
2025-11-20,699,France,2,157.14
2025-09-21,888,India,3,636.2
2025-06-19,243,India,1,432.63
2025-10-22,852,France,4,620.76
2025-08-21,681,Japan,4,192.58
2025-09-20,582,Mexico,2,657.39
2025-07-25,625,India,4,1442.32
2025-10-02,886,Canada,5,1307.15
2025-11-16,557,Japan,2,644.64
2025-11-03,27,Australia,5,2322.35
2025-11-19,173,Japan,5,923.47
2025-08-26,954,Japan,4,82.21
2025-07-15,818,Mexico,1,147.6
2025-08-12,480,Mexico,2,983.07
2025-10-10,639,UK,1,229.57
2025-06-10,281,France,4,1192.24
2025-07-15,257,Germany,1,239.48
2025-08-09,336,Brazil,2,264.86
2025-10-02,55,Mexico,1,190.94
2025-08-16,940,Canada,1,70.17
2025-07-02,936,UK,4,582.43
2025-07-26,829,UK,5,2195.69
2025-06-13,866,Canada,1,310.73
2025-07-20,628,Germany,5,1308.66
2025-07-04,976,Canada,3,245.71
2025-11-21,755,UK,4,755.14
2025-09-20,184,Germany,4,1565.03
2025-07-22,258,France,4,919.0
2025-06-26,41,Canada,1,369.75
2025-10-23,511,USA,3,945.16
2025-07-13,203,Germany,4,551.59
2025-11-26,74,India,4,1231.11
2025-11-11,700,Mexico,1,475.05
2025-06-22,356,UK,2,703.12
2025-11-16,803,Japan,4,832.5
2025-07-07,277,Germany,2,745.42
2025-10-08,649,France,2,401.53
2025-08-21,364,India,3,333.1
2025-10-10,584,France,1,262.59
2025-06-22,238,Germany,1,410.81
2025-08-23,601,Japan,1,119.26
2025-06-27,189,Australia,4,207.32
2025-08-15,428,Brazil,3,308.83
2025-08-22,871,Australia,1,128.52
2025-08-22,253,USA,2,405.88
2025-06-11,977,Mexico,2,103.51
2025-10-14,49,Australia,3,1044.57
2025-10-02,781,Canada,1,59.9
2025-07-18,244,Germany,1,175.01
2025-08-06,408,Australia,2,937.81
2025-09-10,542,France,4,1758.64
2025-06-28,646,India,5,566.12
2025-07-21,311,India,1,247.29
2025-10-16,243,India,4,1436.47
2025-06-11,617,India,1,14.64
2025-09-27,460,Australia,5,2323.72
2025-07-05,591,India,5,360.25
2025-10-14,144,UK,2,205.55
2025-07-02,804,Australia,2,74.93
2025-09-03,216,Japan,5,2164.24
2025-07-13,601,Japan,2,862.56
2025-09-03,241,Canada,5,1308.71
2025-10-02,153,Canada,1,350.51
2025-10-17,724,UK,5,807.1
2025-06-07,32,Canada,2,943.45
2025-08-28,697,Japan,1,488.53
2025-09-08,649,France,3,123.36
2025-06-10,766,India,1,398.55
2025-06-06,890,Brazil,1,313.91
2025-07-20,753,Mexico,4,985.21
2025-06-21,130,Japan,1,380.87
2025-09-26,950,Australia,1,431.37
2025-11-03,601,Japan,5,525.01
2025-08-16,295,Mexico,1,211.71
2025-09-09,193,France,4,1129.91
2025-08-01,799,Australia,5,2121.27
2025-10-19,608,Japan,4,1873.76
2025-07-02,738,USA,1,231.52
2025-07-18,363,India,2,777.09
2025-06-05,146,USA,2,717.07
2025-08-19,833,Australia,1,444.2
2025-11-06,547,India,5,1474.63
2025-06-12,78,Australia,4,1092.4
2025-07-20,580,Brazil,2,455.65
2025-10-21,393,India,3,757.49
2025-09-22,486,Brazil,4,477.58
2025-10-02,533,USA,5,377.58
2025-08-18,477,Germany,3,94.66
2025-11-19,874,USA,5,2221.61
2025-08-05,710,Canada,3,1274.42
2025-09-07,711,Mexico,4,1259.82
2025-10-26,13,USA,1,335.76
2025-06-03,76,Brazil,1,387.04
2025-10-25,957,France,5,135.93
2025-11-03,565,Brazil,1,334.27
2025-08-24,251,USA,2,980.64
2025-09-02,606,UK,2,528.57
2025-10-08,467,Canada,2,85.5
2025-09-26,788,UK,1,311.31
2025-11-18,292,UK,2,462.37
2025-11-12,169,UK,5,565.43
2025-07-02,348,Germany,2,253.13
2025-09-01,893,India,3,971.84
2025-06-25,304,India,3,767.45
2025-10-08,24,Germany,3,313.31
2025-09-30,246,Brazil,2,579.73
2025-06-21,653,India,3,857.05
2025-08-19,178,France,5,675.6
2025-09-21,302,Canada,2,886.64
2025-11-24,636,India,3,217.85
2025-11-25,827,France,1,493.54
2025-09-30,677,Japan,2,156.83
2025-08-06,804,Australia,1,16.53
2025-10-12,906,Japan,5,240.1
2025-08-14,845,UK,4,1639.66
2025-11-09,559,UK,2,200.66
2025-10-02,685,Germany,5,395.66
2025-09-17,545,France,2,260.18
2025-06-06,22,Japan,1,12.94
2025-11-05,563,Mexico,5,800.75
2025-11-25,46,Canada,4,236.4
2025-09-22,794,Mexico,5,799.07
2025-08-14,325,USA,3,823.05
2025-10-14,858,India,5,1791.92
2025-10-27,978,UK,4,1113.2
2025-07-25,41,Canada,3,994.41
2025-09-19,7,Brazil,3,768.89
2025-06-15,431,UK,2,45.48
2025-06-18,502,Germany,1,238.56
2025-09-14,840,Mexico,5,1531.89
2025-07-17,762,Australia,4,536.72
2025-09-19,715,USA,1,90.92
2025-07-18,432,Mexico,5,1651.97
2025-06-02,104,Japan,1,359.04
2025-11-02,961,India,4,193.95
2025-06-19,78,Australia,2,324.14
2025-07-31,470,France,1,263.91
2025-08-24,428,Brazil,1,139.09
2025-07-12,471,Canada,5,2191.11
2025-10-21,712,France,3,739.53
2025-09-12,292,UK,2,360.86
2025-08-22,501,UK,1,441.51
2025-08-01,146,USA,4,119.41
2025-06-07,80,Brazil,3,74.2
2025-11-22,606,UK,2,199.51
2025-07-16,315,Japan,2,245.75
2025-09-06,488,UK,3,1108.1
2025-09-28,998,USA,4,134.95
2025-08-16,529,Japan,5,1290.13
2025-09-10,422,India,3,1072.31
2025-09-21,489,Australia,1,31.29
2025-10-26,54,Germany,1,115.7
2025-07-25,165,India,5,2458.01
2025-10-23,354,Brazil,3,426.52
2025-11-23,489,Australia,4,1175.43
2025-10-22,641,UK,4,1501.21
2025-08-20,359,USA,2,267.51
2025-07-13,473,Australia,3,489.15
2025-07-22,643,Mexico,5,622.52
2025-08-21,659,Australia,2,909.56
2025-07-24,624,France,3,517.6
2025-10-15,296,Japan,1,111.61
2025-09-01,862,France,1,347.74
2025-07-04,249,USA,5,2196.09
2025-11-17,198,Japan,5,1206.98
2025-09-11,968,France,1,293.05
2025-08-04,324,Australia,2,520.55
2025-11-04,633,UK,5,1705.3
2025-06-01,825,Mexico,3,624.78
2025-06-10,740,USA,5,1242.44
2025-11-06,409,USA,5,1598.99
2025-11-08,232,Germany,3,512.74
2025-06-02,294,India,5,2069.89
2025-09-01,887,Germany,1,173.05
2025-07-22,131,Canada,2,934.11
2025-11-18,339,Germany,5,1160.85
2025-08-06,227,France,5,1105.4
2025-09-18,727,Australia,2,898.28
2025-11-15,902,UK,4,650.92
2025-08-03,159,Brazil,4,700.87
2025-09-13,24,Germany,5,709.13
2025-07-30,914,Brazil,1,20.82
2025-06-08,58,Australia,1,101.64
2025-10-03,650,Australia,4,1640.59
2025-11-25,579,Germany,4,1446.29
2025-11-23,670,France,1,285.23
2025-08-05,607,India,1,424.74
2025-08-04,10,Australia,4,999.61
2025-06-11,603,Brazil,2,221.76
2025-07-04,385,UK,5,97.57
2025-07-09,647,Australia,4,456.84
2025-11-11,720,Brazil,1,157.64
2025-11-06,771,Australia,4,716.37
2025-06-24,738,USA,3,701.37
2025-07-26,17,France,4,1352.53
2025-07-19,27,Australia,4,1507.73
2025-06-23,388,USA,3,129.27
2025-06-27,258,France,5,313.37
2025-06-29,630,Japan,5,1718.04
2025-07-31,526,Australia,2,220.23
2025-11-11,413,Brazil,4,862.85
2025-11-19,279,Japan,5,1411.63
2025-06-25,869,Canada,1,133.95
2025-06-22,457,Japan,2,516.16
2025-11-20,671,India,4,1005.6
2025-08-28,482,France,5,609.4
